ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3629,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7
3630,6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7
3631,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7
3632,7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7
3633,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7
3634,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7
3635,6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,7
3636,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,7
3637,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7
3638,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7
3639,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7
3640,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7
3641,8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7
3642,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7
3643,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7
3644,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
3645,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7
3646,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7
3647,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
3648,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7
3649,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
3650,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
3651,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7
3652,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
3653,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7
3654,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7
3655,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
3656,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7
3657,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7
3658,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7
3659,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7
3660,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7
3661,5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7
3662,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7
3663,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7
3664,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7
3665,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7
3666,6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7
3667,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7
3668,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7
3669,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7
3670,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,7
3671,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7
3672,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7
3673,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7
3674,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7
3675,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7
3676,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,7
3677,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7
3678,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,7
3679,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
3680,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
3681,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7
3682,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
3683,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7
3684,5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,7
3685,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7
3686,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,7
3687,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,7
3688,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
3689,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
3690,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,7
3691,5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7
3692,5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,7
3693,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
3694,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7
3695,6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7
3696,6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,7
3697,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7
3698,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7
3699,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7
3700,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7
3701,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,7
3702,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7
3703,6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7
3704,6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7
3705,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7
3706,7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,7
3707,6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,7
3708,7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,7
3709,6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8,7
3710,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7
3711,6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7
3712,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7
3713,6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7
3714,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7
3715,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7
3716,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7
3717,6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7
3718,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7
3719,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7
3720,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7
3721,6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,7
3722,6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,7
3723,6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,7
3724,5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7
3725,7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8,7
3726,5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,7
3727,6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7
3728,5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,7
3729,6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7
3730,5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7
3731,6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,7
3732,6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7
3733,5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7
3734,6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,7
3735,7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,7
3736,7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,7
3737,7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7
3738,6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7
3739,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7
3740,6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,7
3741,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7
3742,6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,7
3743,8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7
3744,8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7
3745,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
3746,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
3747,6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7
3748,5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7
3749,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7
3750,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
3751,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
3752,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7
3753,5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7
3754,6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7
3755,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
3756,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7
3757,6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7
3758,7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,7
3759,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
3760,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
3761,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
3762,6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7
3763,6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7
3764,6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,7
3765,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
3766,6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7
3767,6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7
3768,6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,7
3769,7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,7
3770,6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,7
3771,6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7
3772,7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7
3773,6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7
3774,6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7
3775,5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7
3776,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7
3777,6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7
3778,4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7
3779,7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7
3780,6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7
3781,7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7
3782,7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7
3783,7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7
3784,7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7
3785,7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7
3786,5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
3787,6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7
3788,5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7
3789,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
3790,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7
3791,7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7
3792,6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7
3793,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7
3794,6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7
3795,7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7
3796,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7
3797,6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7
3798,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7
3799,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7
3800,7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,7
3801,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7
3802,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7
3803,6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7
3804,6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7
3805,7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,7
3806,6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6,7
3807,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7
3808,7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7
3809,5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7
3810,6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7
3811,5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7
3812,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7
3813,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
3814,5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
3815,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
3816,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
3817,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
3818,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
3819,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
3820,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
3821,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
3822,6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7
3823,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7
3824,4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7
3825,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7
3826,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7
3827,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
3828,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
3829,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
3830,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
3831,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
3832,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
3833,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
3834,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
3835,6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7
3836,6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7
3837,6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7
3838,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7
3839,6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7
3840,7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7
3841,7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7
3842,4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7
3843,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7
3844,5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7
3845,6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7
3846,6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7
3847,7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7
3848,8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7
3849,5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7
3850,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
3851,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
3852,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
3853,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
3854,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
3855,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
3856,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
3857,4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7
3858,6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7
3859,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
3860,6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7
3861,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7
3862,7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7
3863,6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7
3864,6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7
3865,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7
3866,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7
3867,6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7
3868,6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7
3869,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7
3870,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7
3871,6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7
3872,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
3873,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
3874,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
3875,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7
3876,6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7
3877,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7
3878,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3879,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3880,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3881,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3882,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7
3883,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3884,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3885,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7
3886,7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7
3887,6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7
3888,5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7
3889,6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7
3890,6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7
3891,6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,7
3892,6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7
3893,6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7
3894,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7
3895,7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,7
3896,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7
3897,5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7
3898,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3899,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3900,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3901,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3902,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3903,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3904,6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7
3905,5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7
3906,6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7
3907,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3908,6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,7
3909,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7
3910,6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7
3911,6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7
3912,6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7
3913,5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7
3914,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
3915,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7
3916,5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,7
3917,5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7
3918,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
3919,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
3920,6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7
3921,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7
3922,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7
3923,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7
3924,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,7
3925,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7
3926,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7
3927,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,7
3928,7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,7
3929,7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,7
3930,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7
3931,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7
3932,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
3933,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
3934,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
3935,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
3936,6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,7
